review_id,product_id,country,category,anonymous_brand,rating,review_text,theme_seed,sentiment_label,topic_id,topic_label,top_words
R00133,P0020,Indonesia,Gochujang sauce,Premium Import Brand X,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00134,P0020,Indonesia,Gochujang sauce,Premium Import Brand X,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00135,P0020,Indonesia,Gochujang sauce,Premium Import Brand X,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R00136,P0021,Indonesia,Gochujang sauce,Japanese Brand W,4,"It tastes good, but one pack is not enough for a full meal.",portion_size,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00137,P0021,Indonesia,Gochujang sauce,Japanese Brand W,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00138,P0021,Indonesia,Gochujang sauce,Japanese Brand W,2,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00139,P0021,Indonesia,Gochujang sauce,Japanese Brand W,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00140,P0021,Indonesia,Gochujang sauce,Japanese Brand W,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00141,P0021,Indonesia,Gochujang sauce,Japanese Brand W,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00142,P0021,Indonesia,Gochujang sauce,Japanese Brand W,3,"The taste is nice, but I wish it had less sodium.",health_concern,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00143,P0022,Indonesia,Gochujang sauce,Korean Brand Z,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00144,P0022,Indonesia,Gochujang sauce,Korean Brand Z,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00145,P0022,Indonesia,Gochujang sauce,Korean Brand Z,2,"The taste is nice, but I wish it had less sodium.",health_concern,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00146,P0022,Indonesia,Gochujang sauce,Korean Brand Z,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00147,P0022,Indonesia,Gochujang sauce,Korean Brand Z,2,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00148,P0022,Indonesia,Gochujang sauce,Korean Brand Z,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00149,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00150,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,2,"The taste is nice, but I wish it had less sodium.",health_concern,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00151,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00152,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R00153,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00154,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,4,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00155,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00156,P0023,Indonesia,Gochujang sauce,Premium Import Brand D,2,"The taste is nice, but I wish it had less sodium.",health_concern,negative,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R00157,P0024,Indonesia,Gochujang sauce,Private Label E,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00158,P0024,Indonesia,Gochujang sauce,Private Label E,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00159,P0024,Indonesia,Gochujang sauce,Private Label E,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00160,P0024,Indonesia,Gochujang sauce,Private Label E,2,"The product is good, but the packaging does not feel very strong.",packaging_issue,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00161,P0024,Indonesia,Gochujang sauce,Private Label E,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00162,P0024,Indonesia,Gochujang sauce,Private Label E,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R00163,P0025,Indonesia,Frozen mandu,Local Brand A,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R00164,P0025,Indonesia,Frozen mandu,Local Brand A,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R00165,P0025,Indonesia,Frozen mandu,Local Brand A,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00166,P0025,Indonesia,Frozen mandu,Local Brand A,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00167,P0026,Indonesia,Frozen mandu,Korean Brand H,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00168,P0026,Indonesia,Frozen mandu,Korean Brand H,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R00169,P0026,Indonesia,Frozen mandu,Korean Brand H,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R00170,P0026,Indonesia,Frozen mandu,Korean Brand H,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
